category,kind,directory,asset,model,author,license,confidence,score,faces,url
Starships,individual,Individuals/Arbitrator (Venator-class),Arbitrator,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Arc Hammer,Arc Hammer,Harrrower Class Dreadnaught,Kalashnikov 3D,,inherited,1.0,,https://sketchfab.com/3d-models/none-6e230cc7f6b84649bbab92a5f5ee6347
Starships,individual,Individuals/Archai,Archai,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Archer (Assassin-class),Archer,Stagwarden Archer 2,Ognomdrol,,exact,1.0,,https://sketchfab.com/3d-models/none-bfcfb49936394d8280ed14e4824e45de
Starships,individual,Individuals/Archer (Tector-class),Archer,Stagwarden Archer 2,Ognomdrol,,exact,1.0,,https://sketchfab.com/3d-models/none-bfcfb49936394d8280ed14e4824e45de
Starships,individual,Individuals/Archon (Nebulon-B2 frigate),Archon,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Ardency,Ardency,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Ardent (MC40a light cruiser),Ardent,Arquitens-Class Light Cruiser,A308 Digital,,inherited,1.0,,https://sketchfab.com/3d-models/none-802fa70fb8cd46f5b741cb6b99f66229
Starships,individual,Individuals/Ardent (MC80 Star Cruiser),Ardent,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Ardent IV,Ardent IV,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Aremin,Aremin,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Argus (shuttle),Argus,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Arion Star,Arion Star,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Aris Brace,Aris Brace,Star Wars: BFF-1 Bulk Freighter,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-2131f750afff479588a46321d17ee25f
Starships,individual,Individuals/Arkanian Dawn,Arkanian Dawn,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Arkanian Dawn (Legends),Arkanian Dawn,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Arkanoid,Arkanoid,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Arleen,Arleen,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Arlionne,Arlionne,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Arreis,Arreis,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Arrestor (Acclamator-class),Arrestor,Cantwell-class Arrestor Cruiser [Star Wars] ZEO,ZEO CMF,,exact,1.0,,https://sketchfab.com/3d-models/none-a8fb9ecdf203401794d495b63b17eb5a
Starships,individual,Individuals/Arrestor (Neutron Star-class),Arrestor,Cantwell-class Arrestor Cruiser [Star Wars] ZEO,ZEO CMF,,exact,1.0,,https://sketchfab.com/3d-models/none-a8fb9ecdf203401794d495b63b17eb5a
Starships,individual,Individuals/Arrow (corvette group),Arrow,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Arrow of Sullust,Arrow of Sullust,Donachet Battlecruiser,gavinpgamer1,,inherited,1.0,,https://sketchfab.com/3d-models/none-44a6db481777492c8bd027e2b26054c1
Starships,individual,Individuals/Arrowhead (Freemakers),Arrowhead,Arrowhead,wktr11,,exact,1.0,,https://sketchfab.com/3d-models/none-73f53de009214fd7a6e3a1f761042331
Starships,individual,Individuals/Ars Opus,Ars Opus,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Ascent,Ascent,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Ashanda Ray,Ashanda Ray,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Ashanti,Ashanti,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Ashtan Tor,Ashtan Tor,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Aspirant (Acclamator-class),Aspirant,Republic Assault Ship,StarWars-Universe,,inherited,1.0,,https://sketchfab.com/3d-models/none-e56b33bb58cc448ab134675e69dbc224
Starships,individual,Individuals/Aspiration,Aspiration,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Aspiration (Victory-class),Aspiration,Victory I-class Star Destroyer (Legends),gavinpgamer1,,inherited,1.0,,https://sketchfab.com/3d-models/none-d51b66b4ff6442349d70334f7137f929
Starships,individual,Individuals/Assailer,Assailer,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Assassin (Imperial-class),Assassin,Assassin Autotrooper,Elite Big Speakerman,,strong,1.0,,https://sketchfab.com/3d-models/none-81fa17bd0e514dfeb7a97d8b4507ca14
Starships,individual,Individuals/Assertor,Assertor,Star Wars Dreadnought,bruhepic925,,inherited,1.0,,https://sketchfab.com/3d-models/none-d146d98ea3b346548f463181331b9e70
Starships,individual,Individuals/Assertor (Legends),Assertor,Star Wars Dreadnought,bruhepic925,,inherited,1.0,,https://sketchfab.com/3d-models/none-d146d98ea3b346548f463181331b9e70
Starships,individual,Individuals/Assessor (Imperial Customs Frigate),Assessor,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Assurance,Assurance,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Ast'ria,Ast'ria,Star Wars Imperial Stormtrooper TK-736N (rigged),tegnemaskin,,exact,1.0,,https://sketchfab.com/3d-models/none-c6c23e99a4eb4140a5e5eb709e77d866
Starships,individual,Individuals/Asteroid Dancer,Asteroid Dancer,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Asteroid Dreadnought,Asteroid Dreadnought,Harrower Class Dreadnought,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-14cc2060a4d645eb82c23171933b81ab
Starships,individual,Individuals/Ataraxia,Ataraxia,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Atawar,Atawar,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Athylia,Athylia,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Atom Edge,Atom Edge,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Atron's Mistress,Atron's Mistress,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Attack Recon Fighter,Attack Recon Fighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Attacker Four,Attacker Four,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/Attacker One,Attacker One,Clone Trooper Phase I,D34TH11,,weak,0.5,,https://sketchfab.com/3d-models/none-8f40fd5418e741858a7ded9cc26e6d39
Starships,individual,Individuals/Attacker Three,Attacker Three,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/Attacker Two,Attacker Two,Star Wars Dreadnaught-Class Heavy Cruiser,flannelandfilm,,inherited,1.0,,https://sketchfab.com/3d-models/none-14e6ad1266104dec96541b17000925f2
Starships,individual,Individuals/Auberge,Auberge,Star Wars: Gozanti-Class Cruiser,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-6a587e545b1c48bea95480b49458ac63
Starships,individual,Individuals/Audacious,Audacious,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Audacity,Audacity,Star Wars: Imperial II Star Destroyer,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b8bd2d35f7604670ab85242c06c6d280
Starships,individual,Individuals/Auditor (corvette),Auditor,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Aurel Moon,Aurel Moon,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Auric,Auric,Kei Truck Scout Transport,JohnMesplay,,inherited,1.0,,https://sketchfab.com/3d-models/none-0cb4b243a9dd4d1ca1ab30a17f23ac81
Starships,individual,Individuals/Aurodia,Aurodia,STAR WARS DROIDE B2 BY OSCAR CREATIVO,OSCAR CREATIVO,,inherited,1.0,,https://sketchfab.com/3d-models/none-bb52ea58e9f04427b9b9bf4b829e0810
Starships,individual,Individuals/Aurora (CR90 corvette),Aurora,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Aurora (MC80 Star Cruiser),Aurora,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Aurora (Star Dreadnought),Aurora,Star Wars Dreadnought,bruhepic925,,inherited,1.0,,https://sketchfab.com/3d-models/none-d146d98ea3b346548f463181331b9e70
Starships,individual,Individuals/Aurora (Valor-class),Aurora,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Aurora Sun,Aurora Sun,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Aut-O's flagship,Aut-O's flagship,Harrower Class Dreadnought,Kuat-Entralla 3D Engineering,,inherited,1.0,,https://sketchfab.com/3d-models/none-14cc2060a4d645eb82c23171933b81ab
Starships,individual,Individuals/Authority,Authority,Corporate Sector Authority Espos Soldier,JCarpenter_48,,exact,1.0,,https://sketchfab.com/3d-models/none-4ad2659bcc0649e3afbbc7293266b492
Starships,individual,Individuals/Autonomy,Autonomy,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Avadora,Avadora,Star Wars: Personal Luxury Yacht 3000,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-cb6dee6d3d964b69ba50c95b220e4f9e
Starships,individual,Individuals/Avarice,Avarice,83359 Star Wars Imperial II-class Star Destroyer,S🅾️Meme star wars,,inherited,1.0,,https://sketchfab.com/3d-models/none-c75cfb15ef124691b3fa33c30e017bbe
Starships,individual,Individuals/Avatar,Avatar,Female Star Wars - themed avatar,Ready Player Me,,exact,1.0,,https://sketchfab.com/3d-models/none-ce52805c04a646719bab53f92a3f35ac
Starships,individual,Individuals/Avatar's Needle,Avatar's Needle,Star Wars: Guardian-class Light Cruiser,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-b0b65ae815844d24ad05cf63757d420c
Starships,individual,Individuals/Avengeance,Avengeance,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Avenger,Avenger,Star Wars: TIE/ad Avenger,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-44f5ea9895d041f99659d996a7ac5216
Starships,individual,Individuals/Avenger (Legends),Avenger,Star Wars: TIE/ad Avenger,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-44f5ea9895d041f99659d996a7ac5216
Starships,individual,Individuals/Avenger (Pellaeon-class),Avenger,Star Wars: TIE/ad Avenger,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-44f5ea9895d041f99659d996a7ac5216
Starships,individual,Individuals/Avenger (corvette),Avenger,Star Wars: TIE/ad Avenger,Daniel,,exact,1.0,,https://sketchfab.com/3d-models/none-44f5ea9895d041f99659d996a7ac5216
Starships,individual,Individuals/Axe (starship),Axe,(FREE) Gammorean Battle-Axe,Rooxon,,exact,1.0,,https://sketchfab.com/3d-models/none-afe28887d2f04529978cf0d717984ef0
Starships,individual,Individuals/Axiom,Axiom,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Ayalam,Ayalam,Star Wars: Lambda Shuttle,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-9d160e16845a4b518a2d30a7c716f20d
Starships,individual,Individuals/Azita Cruuz's freighter,Azita Cruuz's freighter,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Azure Angel,Azure Angel,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Azure Angel II,Azure Angel II,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/BB-2,BB-2,BB-q Escapes With the Plans!,Edward Joseph,,exact,1.0,,https://sketchfab.com/3d-models/none-602b01b29c9e4817aaedd8e75dba171c
Starships,individual,Individuals/BB-8,BB-8,BB8 (Animated),StarWars-Universe,,exact,1.0,,https://sketchfab.com/3d-models/none-15db7644c5b645f195f4d2dc0c5154ec
Starships,individual,Individuals/Backbreaker,Backbreaker,Star Wars: Nebulon B Frigate,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-1986f7b0dee647b3b2374eb80dbd1faf
Starships,individual,Individuals/Backstab,Backstab,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Bad Kitty (Legends),Bad Kitty,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
Starships,individual,Individuals/Badi Dea,Badi Dea,Star Wars; Imperial-Class Star Destroyer,Heataker,,inherited,1.0,,https://sketchfab.com/3d-models/none-fa18d537db4d4020a443c1802ec0f88e
Starships,individual,Individuals/Badlands (CR90 corvette),Badlands,Star Wars: Raider-class Corvette,Daniel,,inherited,1.0,,https://sketchfab.com/3d-models/none-8732794c82044aafb1c74a55b07674e0
Starships,individual,Individuals/Bail Jumper,Bail Jumper,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Bail Organa (CR90 corvette),Bail Organa,Star Wars Galaxies - XJ-2 Airspeeder,Zorg_Sinister,,exact,1.0,,https://sketchfab.com/3d-models/none-c9445e71b337496db8f5b50d66fb3832
Starships,individual,Individuals/Bail Organa (Star Destroyer),Bail Organa,Star Wars Galaxies - XJ-2 Airspeeder,Zorg_Sinister,,exact,1.0,,https://sketchfab.com/3d-models/none-c9445e71b337496db8f5b50d66fb3832
Starships,individual,Individuals/Bakuran Blade,Bakuran Blade,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Bakuran Blade (Legends),Bakuran Blade,"YTS-27 light freighter ""The Kowakian Corsair""",JP_2793,,inherited,1.0,,https://sketchfab.com/3d-models/none-3e187fed67034c488a0a9e41eae36628
Starships,individual,Individuals/Ballista (cruiser),Ballista,Invictus Class Star Cruiser,Conner Bentley,,inherited,1.0,,https://sketchfab.com/3d-models/none-8ba24769c02b401d88f50655505c92be
Starships,individual,Individuals/Banshee (starfighter),Banshee,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Banshee of Bestine's starfighter,Banshee of Bestine's starfighter,X-wing starfighter | T-65C-A2,Alana G,,inherited,1.0,,https://sketchfab.com/3d-models/none-2397144aa2314e8fb03bf131d8f56af4
Starships,individual,Individuals/Bantha Poodoo,Bantha Poodoo,Star Wars LAAT/i Gunship,smithson17,,inherited,1.0,,https://sketchfab.com/3d-models/none-77e5a30af490488c8019dcb3780ec847
